Date,Year,Month,Product_ID,Territory_ID,TRx_Count,NRx_Count,Refill_Count,Gross_Sales_USD,Net_Sales_USD,Sales_Rep_Calls,Sample_Units_Distributed,Month_Num,Year_Num,Lag_1_TRx,Lag_2_TRx,Rolling_3M_Mean,Forecasted_TRx,Forecast_Variance
2023-05-01,2023,5,PRD_002,TER_WE_01,542,102,440,319780,207857.0,50,41,5,2023,601.0,568.0,576.6666666666666,542.0,0.0
2023-06-01,2023,6,PRD_002,TER_WE_01,601,91,510,354590,230483.5,63,42,6,2023,542.0,601.0,570.3333333333334,601.0,0.0
2023-07-01,2023,7,PRD_002,TER_WE_01,545,86,459,321550,209007.5,53,53,7,2023,601.0,542.0,581.3333333333334,545.0,0.0
2023-08-01,2023,8,PRD_002,TER_WE_01,500,70,430,295000,191750.0,47,30,8,2023,545.0,601.0,562.6666666666666,500.0,0.0
2023-09-01,2023,9,PRD_002,TER_WE_01,537,108,429,316830,205939.5,64,44,9,2023,500.0,545.0,548.6666666666666,537.0,0.0
2023-10-01,2023,10,PRD_002,TER_WE_01,536,96,440,316240,205556.0,28,75,10,2023,537.0,500.0,527.3333333333334,536.0,0.0
2023-11-01,2023,11,PRD_002,TER_WE_01,550,81,469,324500,210925.0,32,43,11,2023,536.0,537.0,524.3333333333334,550.0,0.0
2023-12-01,2023,12,PRD_002,TER_WE_01,636,110,526,375240,243906.0,56,80,12,2023,550.0,536.0,541.0,636.0,0.0
2024-01-01,2024,1,PRD_002,TER_WE_01,608,124,484,358720,233168.0,65,76,1,2024,636.0,550.0,574.0,608.0,0.0
2024-02-01,2024,2,PRD_002,TER_WE_01,619,92,527,365210,237386.5,36,64,2,2024,608.0,636.0,598.0,619.0,0.0
2024-03-01,2024,3,PRD_002,TER_WE_01,621,101,520,366390,238153.5,74,40,3,2024,619.0,608.0,621.0,621.0,0.0
2024-04-01,2024,4,PRD_002,TER_WE_01,637,118,519,375830,244289.5,53,87,4,2024,621.0,619.0,616.0,637.0,0.0
2024-05-01,2024,5,PRD_002,TER_WE_01,620,132,488,365800,237770.0,42,68,5,2024,637.0,621.0,625.6666666666666,620.0,0.0
2024-06-01,2024,6,PRD_002,TER_WE_01,621,123,498,366390,238153.5,43,60,6,2024,620.0,637.0,626.0,621.0,0.0
2024-07-01,2024,7,PRD_002,TER_WE_01,570,100,470,336300,218595.0,51,40,7,2024,621.0,620.0,626.0,570.0,0.0
2024-08-01,2024,8,PRD_002,TER_WE_01,584,127,457,344560,223964.0,57,79,8,2024,570.0,621.0,603.6666666666666,584.0,0.0
2024-09-01,2024,9,PRD_002,TER_WE_01,613,100,513,361670,235085.5,25,44,9,2024,584.0,570.0,591.6666666666666,613.0,0.0
2024-10-01,2024,10,PRD_002,TER_WE_01,604,91,513,356360,231634.0,32,66,10,2024,613.0,584.0,589.0,604.0,0.0
2024-11-01,2024,11,PRD_002,TER_WE_01,611,124,487,360490,234318.5,41,70,11,2024,604.0,613.0,600.3333333333334,611.0,0.0
2024-12-01,2024,12,PRD_002,TER_WE_01,603,124,479,355770,231250.5,27,54,12,2024,611.0,604.0,609.3333333333334,603.0,0.0
2025-01-01,2025,1,PRD_002,TER_WE_01,600,104,496,354000,230100.0,27,80,1,2025,603.0,611.0,606.0,666.0,-66.0
2025-02-01,2025,2,PRD_002,TER_WE_01,672,96,576,396480,257712.0,25,48,2,2025,600.0,603.0,604.6666666666666,635.0,37.0
2025-03-01,2025,3,PRD_002,TER_WE_01,693,135,558,408870,265765.5,52,59,3,2025,672.0,600.0,625.0,607.0,86.0
2025-04-01,2025,4,PRD_002,TER_WE_01,683,113,570,402970,261930.5,38,85,4,2025,693.0,672.0,655.0,612.0,71.0
2025-05-01,2025,5,PRD_002,TER_WE_01,635,111,524,374650,243522.5,71,65,5,2025,683.0,693.0,682.6666666666666,596.0,39.0
2025-06-01,2025,6,PRD_002,TER_WE_01,654,105,549,385860,250809.0,52,62,6,2025,635.0,683.0,670.3333333333334,608.0,46.0
2025-07-01,2025,7,PRD_002,TER_WE_01,602,91,511,355180,230867.0,38,44,7,2025,654.0,635.0,657.3333333333334,572.0,30.0
2025-08-01,2025,8,PRD_002,TER_WE_01,654,101,553,385860,250809.0,34,66,8,2025,602.0,654.0,630.3333333333334,593.0,61.0
2025-09-01,2025,9,PRD_002,TER_WE_01,672,105,567,396480,257712.0,36,52,9,2025,654.0,602.0,636.6666666666666,577.0,95.0
2025-10-01,2025,10,PRD_002,TER_WE_01,590,100,490,348100,226265.0,60,47,10,2025,672.0,654.0,642.6666666666666,624.0,-34.0
2025-11-01,2025,11,PRD_002,TER_WE_01,650,111,539,383500,249275.0,36,64,11,2025,590.0,672.0,638.6666666666666,615.0,35.0
2025-12-01,2025,12,PRD_002,TER_WE_01,686,133,553,404740,263081.0,62,57,12,2025,650.0,590.0,637.3333333333334,614.0,72.0
2023-04-01,2023,4,PRD_002,TER_WE_02,623,113,510,367570,238920.5,40,76,4,2023,553.0,540.0,548.0,623.0,0.0
2023-05-01,2023,5,PRD_002,TER_WE_02,566,116,450,333940,217061.0,53,88,5,2023,623.0,553.0,572.0,566.0,0.0
2023-06-01,2023,6,PRD_002,TER_WE_02,563,120,443,332170,215910.5,44,62,6,2023,566.0,623.0,580.6666666666666,563.0,0.0
2023-07-01,2023,7,PRD_002,TER_WE_02,537,88,449,316830,205939.5,43,37,7,2023,563.0,566.0,584.0,537.0,0.0
2023-08-01,2023,8,PRD_002,TER_WE_02,499,88,411,294410,191366.5,55,49,8,2023,537.0,563.0,555.3333333333334,499.0,0.0
2023-09-01,2023,9,PRD_002,TER_WE_02,523,100,423,308570,200570.5,52,48,9,2023,499.0,537.0,533.0,523.0,0.0
2023-10-01,2023,10,PRD_002,TER_WE_02,525,106,419,309750,201337.5,59,66,10,2023,523.0,499.0,519.6666666666666,525.0,0.0
2023-11-01,2023,11,PRD_002,TER_WE_02,542,110,432,319780,207857.0,74,67,11,2023,525.0,523.0,515.6666666666666,542.0,0.0
2023-12-01,2023,12,PRD_002,TER_WE_02,613,94,519,361670,235085.5,55,44,12,2023,542.0,525.0,530.0,613.0,0.0
2024-01-01,2024,1,PRD_002,TER_WE_02,595,123,472,351050,228182.5,54,52,1,2024,613.0,542.0,560.0,595.0,0.0
2024-02-01,2024,2,PRD_002,TER_WE_02,641,120,521,378190,245823.5,32,63,2,2024,595.0,613.0,583.3333333333334,641.0,0.0
2024-03-01,2024,3,PRD_002,TER_WE_02,645,129,516,380550,247357.5,57,80,3,2024,641.0,595.0,616.3333333333334,645.0,0.0
2024-04-01,2024,4,PRD_002,TER_WE_02,528,81,447,311520,202488.0,63,64,4,2024,645.0,641.0,627.0,528.0,0.0
2024-05-01,2024,5,PRD_002,TER_WE_02,584,104,480,344560,223964.0,66,71,5,2024,528.0,645.0,604.6666666666666,584.0,0.0
2024-06-01,2024,6,PRD_002,TER_WE_02,604,122,482,356360,231634.0,61,74,6,2024,584.0,528.0,585.6666666666666,604.0,0.0
2024-07-01,2024,7,PRD_002,TER_WE_02,625,105,520,368750,239687.5,39,75,7,2024,604.0,584.0,572.0,625.0,0.0
2024-08-01,2024,8,PRD_002,TER_WE_02,516,92,424,304440,197886.0,42,64,8,2024,625.0,604.0,604.3333333333334,516.0,0.0
2024-09-01,2024,9,PRD_002,TER_WE_02,582,113,469,343380,223197.0,39,58,9,2024,516.0,625.0,581.6666666666666,582.0,0.0
2024-10-01,2024,10,PRD_002,TER_WE_02,603,99,504,355770,231250.5,43,58,10,2024,582.0,516.0,574.3333333333334,603.0,0.0
2024-11-01,2024,11,PRD_002,TER_WE_02,600,97,503,354000,230100.0,41,64,11,2024,603.0,582.0,567.0,600.0,0.0
2024-12-01,2024,12,PRD_002,TER_WE_02,651,120,531,384090,249658.5,60,89,12,2024,600.0,603.0,595.0,651.0,0.0
2025-01-01,2025,1,PRD_002,TER_WE_02,657,102,555,387630,251959.5,52,79,1,2025,651.0,600.0,618.0,638.0,19.0
2025-02-01,2025,2,PRD_002,TER_WE_02,712,102,610,420080,273052.0,39,44,2,2025,657.0,651.0,636.0,594.0,118.0
2025-03-01,2025,3,PRD_002,TER_WE_02,677,122,555,399430,259629.5,36,89,3,2025,712.0,657.0,673.3333333333334,631.0,46.0
2025-04-01,2025,4,PRD_002,TER_WE_02,725,128,597,427750,278037.5,36,85,4,2025,677.0,712.0,682.0,638.0,87.0
2025-05-01,2025,5,PRD_002,TER_WE_02,649,116,533,382910,248891.5,59,54,5,2025,725.0,677.0,704.6666666666666,586.0,63.0
2025-06-01,2025,6,PRD_002,TER_WE_02,641,105,536,378190,245823.5,66,78,6,2025,649.0,725.0,683.6666666666666,613.0,28.0
2025-07-01,2025,7,PRD_002,TER_WE_02,604,117,487,356360,231634.0,31,77,7,2025,641.0,649.0,671.6666666666666,614.0,-10.0
2025-08-01,2025,8,PRD_002,TER_WE_02,671,108,563,395890,257328.5,66,64,8,2025,604.0,641.0,631.3333333333334,562.0,109.0
2025-09-01,2025,9,PRD_002,TER_WE_02,622,91,531,366980,238537.0,41,43,9,2025,671.0,604.0,638.6666666666666,566.0,56.0
2025-10-01,2025,10,PRD_002,TER_WE_02,617,131,486,364030,236619.5,51,77,10,2025,622.0,671.0,632.3333333333334,611.0,6.0
2025-11-01,2025,11,PRD_002,TER_WE_02,632,107,525,372880,242372.0,66,76,11,2025,617.0,622.0,636.6666666666666,626.0,6.0
2025-12-01,2025,12,PRD_002,TER_WE_02,738,110,628,435420,283023.0,54,77,12,2025,632.0,617.0,623.6666666666666,642.0,96.0
2023-04-01,2023,4,PRD_003,TER_MW_01,474,78,396,7110,4621.5,63,38,4,2023,444.0,442.0,451.0,474.0,0.0
2023-05-01,2023,5,PRD_003,TER_MW_01,481,73,408,7215,4689.75,48,51,5,2023,474.0,444.0,453.3333333333333,481.0,0.0
2023-06-01,2023,6,PRD_003,TER_MW_01,458,90,368,6870,4465.5,72,57,6,2023,481.0,474.0,466.3333333333333,458.0,0.0
2023-07-01,2023,7,PRD_003,TER_MW_01,425,59,366,6375,4143.75,58,41,7,2023,458.0,481.0,471.0,425.0,0.0
2023-08-01,2023,8,PRD_003,TER_MW_01,414,75,339,6210,4036.5,63,46,8,2023,425.0,458.0,454.6666666666667,414.0,0.0
2023-09-01,2023,9,PRD_003,TER_MW_01,411,61,350,6165,4007.25,49,41,9,2023,414.0,425.0,432.3333333333333,411.0,0.0
2023-10-01,2023,10,PRD_003,TER_MW_01,454,70,384,6810,4426.5,55,47,10,2023,411.0,414.0,416.6666666666667,454.0,0.0
2023-11-01,2023,11,PRD_003,TER_MW_01,473,86,387,7095,4611.75,70,60,11,2023,454.0,411.0,426.3333333333333,473.0,0.0
2023-12-01,2023,12,PRD_003,TER_MW_01,457,84,373,6855,4455.75,42,63,12,2023,473.0,454.0,446.0,457.0,0.0
2024-01-01,2024,1,PRD_003,TER_MW_01,481,70,411,7215,4689.75,25,34,1,2024,457.0,473.0,461.3333333333333,481.0,0.0
2024-02-01,2024,2,PRD_003,TER_MW_01,478,70,408,7170,4660.5,36,42,2,2024,481.0,457.0,470.3333333333333,478.0,0.0
2024-03-01,2024,3,PRD_003,TER_MW_01,423,68,355,6345,4124.25,52,34,3,2024,478.0,481.0,472.0,423.0,0.0
2024-04-01,2024,4,PRD_003,TER_MW_01,531,79,452,7965,5177.25,55,39,4,2024,423.0,478.0,460.6666666666667,531.0,0.0
2024-05-01,2024,5,PRD_003,TER_MW_01,524,91,433,7860,5109.0,67,50,5,2024,531.0,423.0,477.3333333333333,524.0,0.0
2024-06-01,2024,6,PRD_003,TER_MW_01,479,87,392,7185,4670.25,64,37,6,2024,524.0,531.0,492.6666666666667,479.0,0.0
2024-07-01,2024,7,PRD_003,TER_MW_01,512,72,440,7680,4992.0,37,44,7,2024,479.0,524.0,511.3333333333333,512.0,0.0
2024-08-01,2024,8,PRD_003,TER_MW_01,476,89,387,7140,4641.0,49,49,8,2024,512.0,479.0,505.0,476.0,0.0
2024-09-01,2024,9,PRD_003,TER_MW_01,405,82,323,6075,3948.75,71,64,9,2024,476.0,512.0,489.0,405.0,0.0
2024-10-01,2024,10,PRD_003,TER_MW_01,515,104,411,7725,5021.25,48,60,10,2024,405.0,476.0,464.3333333333333,515.0,0.0
2024-11-01,2024,11,PRD_003,TER_MW_01,464,65,399,6960,4524.0,48,51,11,2024,515.0,405.0,465.3333333333333,464.0,0.0
2024-12-01,2024,12,PRD_003,TER_MW_01,502,84,418,7530,4894.5,55,50,12,2024,464.0,515.0,461.3333333333333,502.0,0.0
2025-01-01,2025,1,PRD_003,TER_MW_01,537,86,451,8055,5235.75,59,42,1,2025,502.0,464.0,493.6666666666667,512.0,25.0
2025-02-01,2025,2,PRD_003,TER_MW_01,534,108,426,8010,5206.5,25,58,2,2025,537.0,502.0,501.0,540.0,-6.0
2025-03-01,2025,3,PRD_003,TER_MW_01,527,91,436,7905,5138.25,27,58,3,2025,534.0,537.0,524.3333333333334,558.0,-31.0
2025-04-01,2025,4,PRD_003,TER_MW_01,518,110,408,7770,5050.5,69,59,4,2025,527.0,534.0,532.6666666666666,544.0,-26.0
2025-05-01,2025,5,PRD_003,TER_MW_01,533,80,453,7995,5196.75,53,56,5,2025,518.0,527.0,526.3333333333334,524.0,9.0
2025-06-01,2025,6,PRD_003,TER_MW_01,510,92,418,7650,4972.5,74,40,6,2025,533.0,518.0,526.0,503.0,7.0
2025-07-01,2025,7,PRD_003,TER_MW_01,524,103,421,7860,5109.0,72,76,7,2025,510.0,533.0,520.3333333333334,470.0,54.0
2025-08-01,2025,8,PRD_003,TER_MW_01,495,102,393,7425,4826.25,72,41,8,2025,524.0,510.0,522.3333333333334,485.0,10.0
2025-09-01,2025,9,PRD_003,TER_MW_01,531,116,415,7965,5177.25,59,68,9,2025,495.0,524.0,509.6666666666667,500.0,31.0
2025-10-01,2025,10,PRD_003,TER_MW_01,497,69,428,7455,4845.75,62,39,10,2025,531.0,495.0,516.6666666666666,492.0,5.0
2025-11-01,2025,11,PRD_003,TER_MW_01,563,108,455,8445,5489.25,57,47,11,2025,497.0,531.0,507.6666666666667,510.0,53.0
2025-12-01,2025,12,PRD_003,TER_MW_01,544,94,450,8160,5304.0,41,37,12,2025,563.0,497.0,530.3333333333334,565.0,-21.0
2023-04-01,2023,4,PRD_003,TER_MW_02,451,86,365,6765,4397.25,37,55,4,2023,459.0,413.0,449.0,451.0,0.0
2023-05-01,2023,5,PRD_003,TER_MW_02,476,99,377,7140,4641.0,68,40,5,2023,451.0,459.0,441.0,476.0,0.0
2023-06-01,2023,6,PRD_003,TER_MW_02,414,75,339,6210,4036.5,26,55,6,2023,476.0,451.0,462.0,414.0,0.0
2023-07-01,2023,7,PRD_003,TER_MW_02,475,87,388,7125,4631.25,49,55,7,2023,414.0,476.0,447.0,475.0,0.0
2023-08-01,2023,8,PRD_003,TER_MW_02,440,88,352,6600,4290.0,64,48,8,2023,475.0,414.0,455.0,440.0,0.0
2023-09-01,2023,9,PRD_003,TER_MW_02,414,73,341,6210,4036.5,64,58,9,2023,440.0,475.0,443.0,414.0,0.0
2023-10-01,2023,10,PRD_003,TER_MW_02,434,89,345,6510,4231.5,45,63,10,2023,414.0,440.0,443.0,434.0,0.0
2023-11-01,2023,11,PRD_003,TER_MW_02,409,76,333,6135,3987.75,28,36,11,2023,434.0,414.0,429.3333333333333,409.0,0.0
2023-12-01,2023,12,PRD_003,TER_MW_02,483,99,384,7245,4709.25,28,79,12,2023,409.0,434.0,419.0,483.0,0.0
2024-01-01,2024,1,PRD_003,TER_MW_02,508,106,402,7620,4953.0,68,61,1,2024,483.0,409.0,442.0,508.0,0.0
2024-02-01,2024,2,PRD_003,TER_MW_02,503,104,399,7545,4904.25,74,53,2,2024,508.0,483.0,466.6666666666667,503.0,0.0
2024-03-01,2024,3,PRD_003,TER_MW_02,512,91,421,7680,4992.0,71,46,3,2024,503.0,508.0,498.0,512.0,0.0
2024-04-01,2024,4,PRD_003,TER_MW_02,531,106,425,7965,5177.25,67,61,4,2024,512.0,503.0,507.6666666666667,531.0,0.0
2024-05-01,2024,5,PRD_003,TER_MW_02,488,103,385,7320,4758.0,36,58,5,2024,531.0,512.0,515.3333333333334,488.0,0.0
2024-06-01,2024,6,PRD_003,TER_MW_02,477,78,399,7155,4650.75,45,61,6,2024,488.0,531.0,510.3333333333333,477.0,0.0
2024-07-01,2024,7,PRD_003,TER_MW_02,492,83,409,7380,4797.0,70,47,7,2024,477.0,488.0,498.6666666666667,492.0,0.0
2024-08-01,2024,8,PRD_003,TER_MW_02,453,87,366,6795,4416.75,28,47,8,2024,492.0,477.0,485.6666666666667,453.0,0.0
2024-09-01,2024,9,PRD_003,TER_MW_02,431,88,343,6465,4202.25,37,46,9,2024,453.0,492.0,474.0,431.0,0.0
2024-10-01,2024,10,PRD_003,TER_MW_02,473,79,394,7095,4611.75,32,47,10,2024,431.0,453.0,458.6666666666667,473.0,0.0
2024-11-01,2024,11,PRD_003,TER_MW_02,503,72,431,7545,4904.25,54,32,11,2024,473.0,431.0,452.3333333333333,503.0,0.0
2024-12-01,2024,12,PRD_003,TER_MW_02,493,104,389,7395,4806.75,48,76,12,2024,503.0,473.0,469.0,493.0,0.0
2025-01-01,2025,1,PRD_003,TER_MW_02,530,91,439,7950,5167.5,42,52,1,2025,493.0,503.0,489.6666666666667,511.0,19.0
2025-02-01,2025,2,PRD_003,TER_MW_02,535,82,453,8025,5216.25,29,48,2,2025,530.0,493.0,508.6666666666667,536.0,-1.0
2025-03-01,2025,3,PRD_003,TER_MW_02,513,112,401,7695,5001.75,50,46,3,2025,535.0,530.0,519.3333333333334,530.0,-17.0
2025-04-01,2025,4,PRD_003,TER_MW_02,534,77,457,8010,5206.5,39,43,4,2025,513.0,535.0,526.0,540.0,-6.0
2025-05-01,2025,5,PRD_003,TER_MW_02,502,90,412,7530,4894.5,30,53,5,2025,534.0,513.0,527.3333333333334,538.0,-36.0
2025-06-01,2025,6,PRD_003,TER_MW_02,522,108,414,7830,5089.5,37,70,6,2025,502.0,534.0,516.3333333333334,506.0,16.0
2025-07-01,2025,7,PRD_003,TER_MW_02,505,100,405,7575,4923.75,38,64,7,2025,522.0,502.0,519.3333333333334,506.0,-1.0
2025-08-01,2025,8,PRD_003,TER_MW_02,514,96,418,7710,5011.5,38,68,8,2025,505.0,522.0,509.6666666666667,490.0,24.0
2025-09-01,2025,9,PRD_003,TER_MW_02,515,105,410,7725,5021.25,58,49,9,2025,514.0,505.0,513.6666666666666,498.0,17.0
2025-10-01,2025,10,PRD_003,TER_MW_02,506,109,397,7590,4933.5,34,51,10,2025,515.0,514.0,511.3333333333333,514.0,-8.0
2025-11-01,2025,11,PRD_003,TER_MW_02,513,89,424,7695,5001.75,47,69,11,2025,506.0,515.0,511.6666666666667,540.0,-27.0
2025-12-01,2025,12,PRD_003,TER_MW_02,524,113,411,7860,5109.0,61,82,12,2025,513.0,506.0,511.3333333333333,560.0,-36.0
2023-04-01,2023,4,PRD_003,TER_NE_01,452,68,384,6780,4407.0,50,38,4,2023,428.0,432.0,430.3333333333333,452.0,0.0
2023-05-01,2023,5,PRD_003,TER_NE_01,459,92,367,6885,4475.25,37,68,5,2023,452.0,428.0,437.3333333333333,459.0,0.0
2023-06-01,2023,6,PRD_003,TER_NE_01,444,84,360,6660,4329.0,71,52,6,2023,459.0,452.0,446.3333333333333,444.0,0.0
2023-07-01,2023,7,PRD_003,TER_NE_01,445,87,358,6675,4338.75,28,50,7,2023,444.0,459.0,451.6666666666667,445.0,0.0
2023-08-01,2023,8,PRD_003,TER_NE_01,402,67,335,6030,3919.5,46,46,8,2023,445.0,444.0,449.3333333333333,402.0,0.0
2023-09-01,2023,9,PRD_003,TER_NE_01,429,85,344,6435,4182.75,52,67,9,2023,402.0,445.0,430.3333333333333,429.0,0.0
2023-10-01,2023,10,PRD_003,TER_NE_01,421,74,347,6315,4104.75,26,42,10,2023,429.0,402.0,425.3333333333333,421.0,0.0
2023-11-01,2023,11,PRD_003,TER_NE_01,462,70,392,6930,4504.5,52,36,11,2023,421.0,429.0,417.3333333333333,462.0,0.0
2023-12-01,2023,12,PRD_003,TER_NE_01,426,69,357,6390,4153.5,33,44,12,2023,462.0,421.0,437.3333333333333,426.0,0.0
2024-01-01,2024,1,PRD_003,TER_NE_01,452,74,378,6780,4407.0,49,54,1,2024,426.0,462.0,436.3333333333333,452.0,0.0
2024-02-01,2024,2,PRD_003,TER_NE_01,480,76,404,7200,4680.0,26,46,2,2024,452.0,426.0,446.6666666666667,480.0,0.0
2024-03-01,2024,3,PRD_003,TER_NE_01,500,106,394,7500,4875.0,31,56,3,2024,480.0,452.0,452.6666666666667,500.0,0.0
2024-04-01,2024,4,PRD_003,TER_NE_01,475,101,374,7125,4631.25,57,80,4,2024,500.0,480.0,477.3333333333333,475.0,0.0
2024-05-01,2024,5,PRD_003,TER_NE_01,472,79,393,7080,4602.0,61,47,5,2024,475.0,500.0,485.0,472.0,0.0
2024-06-01,2024,6,PRD_003,TER_NE_01,489,98,391,7335,4767.75,35,51,6,2024,472.0,475.0,482.3333333333333,489.0,0.0
2024-07-01,2024,7,PRD_003,TER_NE_01,478,92,386,7170,4660.5,40,48,7,2024,489.0,472.0,478.6666666666667,478.0,0.0
2024-08-01,2024,8,PRD_003,TER_NE_01,443,79,364,6645,4319.25,25,31,8,2024,478.0,489.0,479.6666666666667,443.0,0.0
2024-09-01,2024,9,PRD_003,TER_NE_01,460,68,392,6900,4485.0,73,29,9,2024,443.0,478.0,470.0,460.0,0.0
2024-10-01,2024,10,PRD_003,TER_NE_01,443,90,353,6645,4319.25,38,56,10,2024,460.0,443.0,460.3333333333333,443.0,0.0
2024-11-01,2024,11,PRD_003,TER_NE_01,479,94,385,7185,4670.25,74,67,11,2024,443.0,460.0,448.6666666666667,479.0,0.0
2024-12-01,2024,12,PRD_003,TER_NE_01,458,88,370,6870,4465.5,51,53,12,2024,479.0,443.0,460.6666666666667,458.0,0.0
2025-01-01,2025,1,PRD_003,TER_NE_01,506,81,425,7590,4933.5,40,58,1,2025,458.0,479.0,460.0,494.0,12.0
2025-02-01,2025,2,PRD_003,TER_NE_01,554,89,465,8310,5401.5,25,66,2,2025,506.0,458.0,481.0,507.0,47.0
2025-03-01,2025,3,PRD_003,TER_NE_01,542,84,458,8130,5284.5,69,60,3,2025,554.0,506.0,506.0,520.0,22.0
2025-04-01,2025,4,PRD_003,TER_NE_01,534,111,423,8010,5206.5,64,62,4,2025,542.0,554.0,534.0,569.0,-35.0
2025-05-01,2025,5,PRD_003,TER_NE_01,524,113,411,7860,5109.0,56,51,5,2025,534.0,542.0,543.3333333333334,547.0,-23.0
2025-06-01,2025,6,PRD_003,TER_NE_01,557,94,463,8355,5430.75,72,53,6,2025,524.0,534.0,533.3333333333334,527.0,30.0
2025-07-01,2025,7,PRD_003,TER_NE_01,545,90,455,8175,5313.75,60,59,7,2025,557.0,524.0,538.3333333333334,544.0,1.0
2025-08-01,2025,8,PRD_003,TER_NE_01,478,84,394,7170,4660.5,68,36,8,2025,545.0,557.0,542.0,529.0,-51.0
2025-09-01,2025,9,PRD_003,TER_NE_01,517,78,439,7755,5040.75,36,51,9,2025,478.0,545.0,526.6666666666666,530.0,-13.0
2025-10-01,2025,10,PRD_003,TER_NE_01,538,108,430,8070,5245.5,35,73,10,2025,517.0,478.0,513.3333333333334,530.0,8.0
2025-11-01,2025,11,PRD_003,TER_NE_01,520,74,446,7800,5070.0,51,48,11,2025,538.0,517.0,511.0,532.0,-12.0
2025-12-01,2025,12,PRD_003,TER_NE_01,521,110,411,7815,5079.75,45,45,12,2025,520.0,538.0,525.0,564.0,-43.0
2023-04-01,2023,4,PRD_003,TER_NE_02,419,68,351,6285,4085.25,58,34,4,2023,474.0,437.0,448.0,419.0,0.0
2023-05-01,2023,5,PRD_003,TER_NE_02,450,90,360,6750,4387.5,60,44,5,2023,419.0,474.0,443.3333333333333,450.0,0.0
2023-06-01,2023,6,PRD_003,TER_NE_02,422,80,342,6330,4114.5,46,62,6,2023,450.0,419.0,447.6666666666667,422.0,0.0
2023-07-01,2023,7,PRD_003,TER_NE_02,462,91,371,6930,4504.5,55,62,7,2023,422.0,450.0,430.3333333333333,462.0,0.0
2023-08-01,2023,8,PRD_003,TER_NE_02,444,82,362,6660,4329.0,36,58,8,2023,462.0,422.0,444.6666666666667,444.0,0.0
2023-09-01,2023,9,PRD_003,TER_NE_02,431,69,362,6465,4202.25,55,49,9,2023,444.0,462.0,442.6666666666667,431.0,0.0
2023-10-01,2023,10,PRD_003,TER_NE_02,445,78,367,6675,4338.75,26,41,10,2023,431.0,444.0,445.6666666666667,445.0,0.0
2023-11-01,2023,11,PRD_003,TER_NE_02,480,72,408,7200,4680.0,71,53,11,2023,445.0,431.0,440.0,480.0,0.0
2023-12-01,2023,12,PRD_003,TER_NE_02,462,79,383,6930,4504.5,64,52,12,2023,480.0,445.0,452.0,462.0,0.0
2024-01-01,2024,1,PRD_003,TER_NE_02,452,96,356,6780,4407.0,27,62,1,2024,462.0,480.0,462.3333333333333,452.0,0.0
2024-02-01,2024,2,PRD_003,TER_NE_02,491,81,410,7365,4787.25,60,38,2,2024,452.0,462.0,464.6666666666667,491.0,0.0
2024-03-01,2024,3,PRD_003,TER_NE_02,457,86,371,6855,4455.75,40,67,3,2024,491.0,452.0,468.3333333333333,457.0,0.0
2024-04-01,2024,4,PRD_003,TER_NE_02,474,69,405,7110,4621.5,57,50,4,2024,457.0,491.0,466.6666666666667,474.0,0.0
2024-05-01,2024,5,PRD_003,TER_NE_02,504,75,429,7560,4914.0,27,59,5,2024,474.0,457.0,474.0,504.0,0.0
2024-06-01,2024,6,PRD_003,TER_NE_02,481,73,408,7215,4689.75,54,38,6,2024,504.0,474.0,478.3333333333333,481.0,0.0
2024-07-01,2024,7,PRD_003,TER_NE_02,417,69,348,6255,4065.75,73,47,7,2024,481.0,504.0,486.3333333333333,417.0,0.0
2024-08-01,2024,8,PRD_003,TER_NE_02,487,97,390,7305,4748.25,38,49,8,2024,417.0,481.0,467.3333333333333,487.0,0.0
2024-09-01,2024,9,PRD_003,TER_NE_02,463,86,377,6945,4514.25,52,41,9,2024,487.0,417.0,461.6666666666667,463.0,0.0
2024-10-01,2024,10,PRD_003,TER_NE_02,467,80,387,7005,4553.25,49,62,10,2024,463.0,487.0,455.6666666666667,467.0,0.0
2024-11-01,2024,11,PRD_003,TER_NE_02,477,67,410,7155,4650.75,70,38,11,2024,467.0,463.0,472.3333333333333,477.0,0.0
2024-12-01,2024,12,PRD_003,TER_NE_02,505,92,413,7575,4923.75,50,67,12,2024,477.0,467.0,469.0,505.0,0.0
2025-01-01,2025,1,PRD_003,TER_NE_02,503,88,415,7545,4904.25,66,46,1,2025,505.0,477.0,483.0,516.0,-13.0
2025-02-01,2025,2,PRD_003,TER_NE_02,550,83,467,8250,5362.5,43,39,2,2025,503.0,505.0,495.0,513.0,37.0
2025-03-01,2025,3,PRD_003,TER_NE_02,544,87,457,8160,5304.0,46,42,3,2025,550.0,503.0,519.3333333333334,532.0,12.0
2025-04-01,2025,4,PRD_003,TER_NE_02,546,98,448,8190,5323.5,39,53,4,2025,544.0,550.0,532.3333333333334,569.0,-23.0
2025-05-01,2025,5,PRD_003,TER_NE_02,512,101,411,7680,4992.0,44,56,5,2025,546.0,544.0,546.6666666666666,549.0,-37.0
2025-06-01,2025,6,PRD_003,TER_NE_02,521,87,434,7815,5079.75,50,43,6,2025,512.0,546.0,534.0,516.0,5.0
2025-07-01,2025,7,PRD_003,TER_NE_02,488,79,409,7320,4758.0,60,34,7,2025,521.0,512.0,526.3333333333334,523.0,-35.0
